計費方式,資料集說明網址,分類及編號,資料集提供機關聯絡人,收錄期間(迄),計費說明網址,資料集描述,授權方式,資料名稱,收錄期間(起),計費法令依據,更新頻率,資料連結網址,編碼格式,編號,資料集類型,資料集提供機關電話,檔案格式,資料集提供機關,標籤/關鍵字,最後更新時間,主要欄位,主要欄位說明,建立日期,資料來源,備註,資料量,資料集提供機關聯絡人電子郵件
免費,,公共資訊,許素娥,,,提供臺北市孔廟4D劇院播映時段,依臺北市政府資料開放使用規範,臺北市孔廟4D劇院播映時段,,,每月,http://data.taipei/opendata/datalist/datasetMeta?oid=95518816-a66d-495c-b66e-75d836d86b2b,"UTF-8,",116,原始資料,25923934#12,"XLS,",臺北市孔廟管理委員會,"4D劇院,孔廟,",2015/5/21 16:07,提供臺北市孔廟4D劇院播映時段,提供臺北市孔廟4D劇院播映時段,2014/12/31 11:04,臺北市孔廟管理委員會,"5/08(五) 上午劇院借場，影片停映，下午場次正常。
5/12(二) 上午劇院借場，影片停映，下午場次正常。
5/16(六) 整日劇院借場，影片停映。
5/17(日) 下午劇院借場，影片停映，上午場次正常。
5/19(二) 下午劇院借場，影片停映，上午場次正常。
5/21(四)、5/22(五) 整日劇院借場，影片停映。
5/26(二) 下午劇院借場，影片停映，上午場次正常。
5/27(三)、5/28(四) 整日劇院借場，影片停映。
5/29(五) 下午劇院借場，影片停映，上午場次正常。
",161,suohsu@mail.taipei.gov.tw
無,,交通及通訊,中運量-游歆絢；高運量-李元龍,,,中高運量相鄰兩站間之行駛時間、停靠站時間,依臺北市政府資料開放使用規範,臺北捷運中高運量系統相鄰兩站間之行駛時間、停靠站時間,,,新路段通車時更新,http://data.taipei/opendata/datalist/datasetMeta?oid=513e97fe-6a98-4a0d-b7dc-11122c8638d4,"UTF-8,",117,原始資料,02-27828660#8123；02-25363001#8614,"XLS,",臺北大眾捷運股份有限公司,,2015/5/21 15:23,中高運量相鄰兩站間之行駛時間、停靠站時間,中高運量相鄰兩站間之行駛時間、停靠站時間,2015/5/15 14:26,臺北大眾捷運股份有限公司,,172,carolyu@metro.taipei；e02106@metro.taipei
無,,交通及通訊,張文勳,2015/4/30,,每日貓空纜車系統旅運量統計表,依臺北市政府資料開放使用規範,每日貓空纜車系統旅運量統計表,2015/1/1,,每月,http://data.taipei/opendata/datalist/datasetMeta?oid=bed9c297-da71-4251-ba46-74d52ac9a991,"UTF-8,UTF-8,UTF-8,UTF-8,",118,原始資料,02-29363730#2114,"xlsx,xlsx,xlsx,xlsx,",臺北大眾捷運股份有限公司,,2015/5/21 15:23,日期、旅運量,日期、旅運量,2015/5/15 14:31,臺北大眾捷運股份有限公司,,,e01618@metro.taipei
無,,交通及通訊,劉亦昌,2015/4/30,,臺北捷運全系統旅運量統計,依臺北市政府資料開放使用規範,臺北捷運全系統旅運量統計,2015/1/1,,每月,http://data.taipei/opendata/datalist/datasetMeta?oid=660e3969-c011-481c-aa24-8a949ac2d62d,"UTF-8,UTF-8,UTF-8,UTF-8,",119,原始資料,02-25505600#2036,"htm,htm,htm,htm,",臺北大眾捷運股份有限公司,,2015/5/21 15:22,站名、日期、旅運量,站名、日期、旅運量,2015/5/15 15:13,臺北大眾捷運股份有限公司,,,e23434@metro.taipei
免費,,服兵役,洪子修,,無,104年4月替代役備役列管人數分析統計,依臺北市政府資料開放使用規範,替代役備役列管人數分析統計表,,無,每月,http://data.taipei/opendata/datalist/datasetMeta?oid=f47561be-7a08-46f8-be30-69968248636f,"Big5,",120,原始資料,02-23654361-722,"PDF,",臺北市政府兵役局,,2015/5/20 16:27,"組別,梯退,零退,遷入,小計","組別,梯退,零退,遷入,小計",2015/5/20 16:26,臺北市政府兵役局,,24,ao-hungth@mail.taipei.gov.tw
免費,,服兵役,洪子修,,無,臺北市替代役申請人數統計,依臺北市政府資料開放使用規範,替代役申請人數統計表,,無,每月,http://data.taipei/opendata/datalist/datasetMeta?oid=6b0968fd-6c1f-4940-bc65-326f61ac545f,"Big5,",121,原始資料,02-23654361-722,"PDF,",臺北市政府兵役局,,2015/5/20 16:19,"市區別,一般資格,家庭因素,宗教因素,專長資格,志工資格,研發替代,合計,當年次,備考","市區別,一般資格,家庭因素,宗教因素,專長資格,志工資格,研發替代,合計,當年次,備考",2015/5/20 16:18,臺北市政府兵役局,,13,ao-hungth@mail.taipei.gov.tw
免費,,服兵役,洪子修,,無,臺北市政府兵役局補助私人團體經費報告,依臺北市政府資料開放使用規範,補助私人團體經費報告,,無,每年,http://data.taipei/opendata/datalist/datasetMeta?oid=1ff783ac-335c-42e2-bb60-251cba8c3ba7,"Big5,",122,原始資料,02-23654361-722,"PDF,",臺北市政府兵役局,,2015/5/20 14:46,"受補助私人團體名稱,實施日期,活動名稱,活動內容摘要,科目名稱,核定額,已撥付額,實支數,審核及處理結果","受補助私人團體名稱,實施日期,活動名稱,活動內容摘要,科目名稱,核定額,已撥付額,實支數,審核及處理結果",2015/5/20 14:42,臺北市政府兵役局,,4,ao-hungth@mail.taipei.gov.tw
免費,,公共資訊,洪子修,,無,軍人公墓(忠靈祠)葬厝,依臺北市政府資料開放使用規範,軍人公墓(忠靈祠)葬厝表,,無,每月,http://data.taipei/opendata/datalist/datasetMeta?oid=4199d58b-5ace-4750-aa2a-a841ee1cdf32,"Big5,",123,原始資料,02-23654361-722,"PDF,",臺北市政府兵役局,,2015/5/20 10:18,"公墓名稱,納骨堂塔容量單櫃,納骨堂塔容量雙櫃,納骨堂塔上期底已存厝現役單櫃,納骨堂塔上期底已存厝現役雙櫃,納骨堂塔上期底已存厝退除役單櫃,納骨堂塔上期底已存厝退除役雙櫃,納骨堂塔本期底淨存厝現役單櫃,納骨堂塔本期底淨存厝現役雙櫃,納骨堂塔本期底淨存厝退除役單櫃,納骨堂塔本期底淨存厝退除役雙櫃,納骨堂塔累計存厝單櫃,納骨堂塔累計存厝雙櫃,納骨堂塔餘容量單櫃,納骨堂塔餘容量雙櫃,土葬容量,土葬上期底已安葬現役,土葬上期底已安葬退除役,土葬本期淨安葬現役,土葬本期淨安葬退除役,土葬累計已安葬,土葬餘容量","公墓名稱,納骨堂塔容量單櫃,納骨堂塔容量雙櫃,納骨堂塔上期底已存厝現役單櫃,納骨堂塔上期底已存厝現役雙櫃,納骨堂塔上期底已存厝退除役單櫃,納骨堂塔上期底已存厝退除役雙櫃,納骨堂塔本期底淨存厝現役單櫃,納骨堂塔本期底淨存厝現役雙櫃,納骨堂塔本期底淨存厝退除役單櫃,納骨堂塔本期底淨存厝退除役雙櫃,納骨堂塔累計存厝單櫃,納骨堂塔累計存厝雙櫃,納骨堂塔餘容量單櫃,納骨堂塔餘容量雙櫃,土葬容量,土葬上期底已安葬現役,土葬上期底已安葬退除役,土葬本期淨安葬現役,土葬本期淨安葬退除役,土葬累計已安葬,土葬餘容量",2015/5/20 10:17,臺北市政府兵役局,,1,ao-hungth@mail.taipei.gov.tw
免費,,服兵役,洪子修,2015/4/30,無,臺北市104年役男徵兵檢查BMI值統計,依臺北市政府資料開放使用規範,役男徵兵檢查BMI值統計表,2015/1/1,無,每年,http://data.taipei/opendata/datalist/datasetMeta?oid=0d1cee1e-4963-41b5-bf9d-93dd5e413cea,"Big5,",124,原始資料,02-23654361-722,"PDF,",臺北市政府兵役局,,2015/5/20 09:41,"BMI值體位,人數,百分比,總計","BMI值體位,人數,百分比,總計",2015/5/19 15:19,臺北市政府兵役局,,43,ao-hungth@mail.taipei.gov.tw
免費,,服兵役,洪子修,2015/4/30,無,臺北市役男徵兵檢查人數統計,依臺北市政府資料開放使用規範,役男徵兵檢查人數統計表,2015/1/1,,每年,http://data.taipei/opendata/datalist/datasetMeta?oid=34983101-5695-41bd-b56c-61869c13f769,"Big5,",125,原始資料,02-23654361-722,"PDF,",臺北市政府兵役局,,2015/5/20 09:40,"年次,判定體位檢查人數,判定體位常備役體位暨常甲,判定體位常備役乙等,判定體位替代役體位暨替甲,判定體位替代役乙等,判定體位免役體位,判定體位體位未定,判定體位專科檢查,身心障礙書面審核,役男體檢住所檢查,役男體檢重點檢查,未受檢查合計,未受檢查在學緩徵,未受檢查報考大專,未受檢查現役軍警,未受檢查因素緩徵,未受檢查出境,未受檢查僑民役男,未受檢查其他","年次,判定體位檢查人數,判定體位常備役體位暨常甲,判定體位常備役乙等,判定體位替代役體位暨替甲,判定體位替代役乙等,判定體位免役體位,判定體位體位未定,判定體位專科檢查,身心障礙書面審核,役男體檢住所檢查,役男體檢重點檢查,未受檢查合計,未受檢查在學緩徵,未受檢查報考大專,未受檢查現役軍警,未受檢查因素緩徵,未受檢查出境,未受檢查僑民役男,未受檢查其他",2015/5/19 15:06,臺北市政府兵役局,,13,ao-hungth@mail.taipei.gov.tw
免費,,服兵役,洪子修,2015/4/30,無,臺北市104年度役男徵兵檢查體位判等因素分析統計,依臺北市政府資料開放使用規範,役男徵兵檢查體位判等因素分析統計表,2015/1/1,無,每年,http://data.taipei/opendata/datalist/datasetMeta?oid=09eb9ecb-4469-4a44-a680-241ab74c582f,"Big5,",126,原始資料,02-23654361-722,"PDF,",臺北市政府兵役局,,2015/5/20 09:40,"項次,病名,常備役暨常備役甲,常備役乙,常備役暨替代役甲,替代役乙,免役,體位未定,專科檢查,合計","項次,病名,常備役暨常備役甲,常備役乙,常備役暨替代役甲,替代役乙,免役,體位未定,專科檢查,合計",2015/5/19 15:14,臺北市政府兵役局,,193,ao-hungth@mail.taipei.gov.tw
免費,無,服兵役,洪子修,,無,臺北市85年次徵兵及齡男子兵籍調查統計,依臺北市政府資料開放使用規範,徵兵及齡男子兵籍調查統計表,2015/4/7,,每年,http://data.taipei/opendata/datalist/datasetMeta?oid=767f6c4f-525e-44cc-a728-07fdbc04acd0,"Big5,",127,原始資料,02-23654361-722,"XLS,",臺北市政府兵役局,,2015/5/20 09:40,"教育程度,教育程度人數,本身狀況,本身狀況人數,本身狀況人數小計,民間專長,民間專長人數,兵籍調查人數","教育程度,教育程度人數,本身狀況,本身狀況人數,本身狀況人數小計,民間專長,民間專長人數,兵籍調查人數",2015/5/19 14:50,臺北市政府兵役局,,53,ao-hungth@mail.taipei.gov.tw
免費,,服兵役,洪子修,2015/4/30,無,臺北市徵集人數統計,依臺北市政府資料開放使用規範,徵集人數統計表,2015/4/1,無,每月,http://data.taipei/opendata/datalist/datasetMeta?oid=9ba6a32c-6571-4419-88b6-634f0c3fc738,"Big5,",128,原始資料,02-23654361-722,"PDF,",臺北市政府兵役局,,2015/5/20 09:39,"項目,一般教育程度常備兵陸軍,一般教育程度常備兵海軍艦艇兵,一般教育程度常備兵海軍陸戰隊,一般教育程度常備兵空軍,一般教育程度常備兵憲兵,一般教育程度常備兵合計,大專畢業程度常備兵陸軍,大專畢業程度常備兵海軍艦艇兵,大專畢業程度常備兵海軍陸戰隊,大專畢業程度常備兵空軍,大專畢業程度常備兵憲兵,大專畢業程度常備兵合計,補充兵,預官預士,總計,備註","項目,一般教育程度常備兵陸軍,一般教育程度常備兵海軍艦艇兵,一般教育程度常備兵海軍陸戰隊,一般教育程度常備兵空軍,一般教育程度常備兵憲兵,一般教育程度常備兵合計,大專畢業程度常備兵陸軍,大專畢業程度常備兵海軍艦艇兵,大專畢業程度常備兵海軍陸戰隊,大專畢業程度常備兵空軍,大專畢業程度常備兵憲兵,大專畢業程度常備兵合計,補充兵,預官預士,總計,備註",2015/5/19 15:58,臺北市政府兵役局,,14,ao-hungth@mail.taipei.gov.tw
免費,,服兵役,洪子修,2015/4/30,無,臺北市役男申請複檢案件統計,依臺北市政府資料開放使用規範,役男申請複檢案件統計表,2015/4/1,無,每月,http://data.taipei/opendata/datalist/datasetMeta?oid=c2c6367c-2ce3-4035-9c37-00d8dbbbdf26,"Big5,",129,原始資料,02-23654361-722,"PDF,",臺北市政府兵役局,,2015/5/20 09:39,"複檢醫院,公費人數,自費人數,合計","複檢醫院,公費人數,自費人數,合計",2015/5/19 15:40,臺北市政府兵役局,,5,ao-hungth@mail.taipei.gov.tw
免費,,服兵役,洪子修,2015/3/31,無,臺北市役男驗退停訓處理人數統計,依臺北市政府資料開放使用規範,役男驗退停訓處理人數統計表,2015/3/1,無,每月,http://data.taipei/opendata/datalist/datasetMeta?oid=5cda945c-7f28-4e53-b05a-087618cbbddd,"Big5,",130,原始資料,02-23654361-722,"PDF,",臺北市政府兵役局,,2015/5/20 09:39,"區公所,徵集人數,驗退停訓人數,,驗退停訓百分比,驗退停訓病名五官,驗退停訓病名視力,驗退停訓病名一般,驗退停訓病名?科,驗退停訓病名外科,驗退停訓病名精神,驗退停訓病名其他,複檢結果常備役,複檢結果替代役,複檢結果免役,複檢結果體位未定,複檢結困未到,複檢結果未判,複檢結果其他","區公所,徵集人數,驗退停訓人數,,驗退停訓百分比,驗退停訓病名五官,驗退停訓病名視力,驗退停訓病名一般,驗退停訓病名?科,驗退停訓病名外科,驗退停訓病名精神,驗退停訓病名其他,複檢結果常備役,複檢結果替代役,複檢結果免役,複檢結果體位未定,複檢結困未到,複檢結果未判,複檢結果其他",2015/5/19 15:49,臺北市政府兵役局,,13,ao-hungth@mail.taipei.gov.tw
免費,,購屋及遷徙,張家銘,當週揭露之實價登錄資訊,無,臺北市不動產成交案件實際資訊申報登錄資訊(係為產製當時之資料，後續系統維護致資料異動，可利用臺北市不動產資訊與居住服務入口網(http://tred.gov.taipei /trueprice/trueprice-a-1.aspx)所提供不動產交易實價查詢功能查閱最新實價資訊狀態，該系統會同步更新買賣、預售屋及租賃之交易實價資料。),依臺北市政府資料開放使用規範,實價周報,當週揭露之實價登錄資訊,無,每週,http://data.taipei/opendata/datalist/datasetMeta?oid=a9a97996-3a55-46c8-9076-e5ebdefad6dc,"UTF-8,",131,原始資料,02-27287424-7424,"XML,",臺北市政府地政局,"不動產,交易實際資訊,實價查詢,實價登錄,",2015/5/20 05:50,成交案件類型(CASE_T)、行政區(DISTRICT)、交易標的/租賃標的(CASE_F)、土地區段位置或建物區門牌(LOCATION)、土地移轉總面積(坪)/土地租賃總面積(坪)(LANDA)、都市土地使用分區(LANDA_Z)、交易年月(SDATE)、交易筆棟數/租賃筆棟數(SCNT)、移轉層次(SBUILD)、總樓層數(TBUILD)、建物型態(BUITYPE)、主要用途(PBUILD)、主要建材(MBUILD)、建築完成年月(FDATE)、建物移轉總面積(坪)/租賃總面積(坪)(FAREA)、建物現況格局_房(BUILD_R)、建物現況格局_廳(BUILD_L)、建物現況格局_衛(BUILD_B)、建物現況格局_隔間(BUILD_P)、有無管理組織(RULE)、有無附傢俱(BUILD_C)、交易總價(萬元)/租賃總價(萬元)(TPRICE)、交易單價(萬元/坪)/租賃單價(元/坪)(UPRICE)、單價是否含車位(UPNOTE)、車位類別及數量(PARKTYPE)、車位移轉總面積(坪)/車位租賃總面積(坪)(PAREA)、車位移轉總價(萬元)/車位租賃總價(元)(PPRICE)、備註(RMNOTE),成交案件類型(CASE_T)、行政區(DISTRICT)、交易標的/租賃標的(CASE_F)、土地區段位置或建物區門牌(LOCATION)、土地移轉總面積(坪)/土地租賃總面積(坪)(LANDA)、都市土地使用分區(LANDA_Z)、交易年月(SDATE)、交易筆棟數/租賃筆棟數(SCNT)、移轉層次(SBUILD)、總樓層數(TBUILD)、建物型態(BUITYPE)、主要用途(PBUILD)、主要建材(MBUILD)、建築完成年月(FDATE)、建物移轉總面積(坪)/租賃總面積(坪)(FAREA)、建物現況格局_房(BUILD_R)、建物現況格局_廳(BUILD_L)、建物現況格局_衛(BUILD_B)、建物現況格局_隔間(BUILD_P)、有無管理組織(RULE)、有無附傢俱(BUILD_C)、交易總價(萬元)/租賃總價(萬元)(TPRICE)、交易單價(萬元/坪)/租賃單價(元/坪)(UPRICE)、單價是否含車位(UPNOTE)、車位類別及數量(PARKTYPE)、車位移轉總面積(坪)/車位租賃總面積(坪)(PAREA)、車位移轉總價(萬元)/車位租賃總價(元)(PPRICE)、備註(RMNOTE),2014/12/31 20:45,臺北市政府地政局,,1617,oa-0779@mail.taipei.gov.tw
免費,,休閒旅遊,蔡宜達,,無,提供本市休閒農場設置、特色、聯絡資訊及提供市民遊憩休閒場所之介紹。,依臺北市政府資料開放使用規範,臺北市休閒農業主題網,2008/4/1,無,不定期,http://data.taipei/opendata/datalist/datasetMeta?oid=96cbaf1d-37a7-4d24-8189-d1021e381431,"null,",132,原始資料,02-27208889-6585,",",臺北市政府產業發展局,"休閒,農業,",2015/5/19 17:16,單一休閒農場詳細資料、旅遊行程介紹、相關法令,單一休閒農場詳細資料、旅遊行程介紹、相關法令,2014/12/31 11:51,臺北市政府產業發展局,,10筆,ea-40335@mail.taipei.gov.tw
免費,,公共資訊,李承軒,,無,臺北內湖科技園區廠商資料。,依臺北市政府資料開放使用規範,臺北內湖科技園區廠商名錄,2007/1/1,無,每季,http://data.taipei/opendata/datalist/datasetMeta?oid=15c3e1ae-899b-466c-a536-208497e3a369,"UTF-8,",133,原始資料,02-27996898-215,"CSV,",臺北市政府產業發展局,"內湖科技園區,",2015/5/19 17:13,統一編號、公司名稱、地址,統一編號、公司名稱、地址,2014/12/31 11:50,臺北市政府產業發展局,,5317,ea-10013@mail.taipei.gov.tw 
免費,,公共資訊,李承軒,,無,臺北市大彎南段工業區廠商資料。,依臺北市政府資料開放使用規範,臺北市大彎南段工業區廠商名錄,2007/1/1,無,每季,http://data.taipei/opendata/datalist/datasetMeta?oid=dd950d9c-01c0-452d-b8d0-f9cf38f3a55d,"UTF-8,",134,原始資料,02-27996898-215,"CSV,",臺北市政府產業發展局,"大彎南段工業區,",2015/5/19 17:11,統一編號、公司名稱、地址,統一編號、公司名稱、地址,2014/12/31 11:52,臺北市政府產業發展局,,1290,ea-10013@mail.taipei.gov.tw 
